project_number,project_type,project_description,last_reviewed,project_location_clean,Coordinates_lat_lon
OG 12-161,Church,Garden dedication plaque,2012-04-19T12:00:00Z,2624 dumbarton street nw,"(38.90754235, -77.05564637928201)"
OG 12-160,Residence,"Rear porch, alterations, solar panels and HVAC on roof",2012-04-19T12:00:00Z,3210 r street nw,"(38.9134854, -77.06453026692205)"
OG 12-159,Bank,Replace ATM,2012-04-19T12:00:00Z,1545 wisconsin avenue nw,"(38.9101709, -77.0646065281145)"
OG 12-158,Residence,Skylights at rear,2012-04-19T12:00:00Z,3223 volta place nw,"(38.90993215, -77.0656040232438)"
OG 12-156,Commercial,Sign scheme for 'Comer and Co.' - existing,2012-04-19T12:00:00Z,1659 wisconsin avenue nw,"(38.91197125, -77.06548816693339)"
OG 12-155,Commercial,Awning and blade sign for 'Macaron Bee',2012-04-19T12:00:00Z,1669 wisconsin avenue nw,"(38.91216005, -77.06569235874723)"
OG 12-154,Commercial,Alterations to storefront,2012-04-19T12:00:00Z,3040 m street nw,"(38.9049318, -77.0604629)"
OG 12-153,Residence,Replacement windows,2012-04-19T12:00:00Z,3213 volta place nw,"(38.909963000000005, -77.06527787724107)"
OG 12-152,Residence,Replacement windows,2012-04-19T12:00:00Z,3217 volta place nw,"(38.90993745, -77.06539366478029)"
OG 12-147,Residence,Reconstruct front wall and replace siding - in progress,2012-04-19T12:00:00Z,2812 dumbarton street nw,"(38.9075632, -77.05759076265568)"
OG 12-121,Residence,"One-story rear addition, garage off rear alley",2012-04-19T12:00:00Z,2802 p street nw,"(38.909194049999996, -77.05729757747204)"
OG 12-120,Residence,Replacement windows,2012-04-19T12:00:00Z,3215 volta place nw,"(38.909938249999996, -77.0653377501612)"
OG 12-119,Mixed-use,2-story rear addition with basement - existing,2012-04-19T12:00:00Z,1658 33rd street nw,"(38.9123134, -77.06631498044875)"
OG 12-106,Hotel,"Penthouse addition and terrace, replacement windows, canopy",2012-04-19T12:00:00Z,1075 thomas jefferson street nw,"(38.90474855, -77.05991591962277)"
OG 12-062,Church,New front doors,2012-04-19T12:00:00Z,2624 dumbarton street nw,"(38.90754235, -77.05564637928201)"
OG 12-059,Gateway,Replacement and new rooftop antennas and equipment for Sprint,2012-04-19T12:00:00Z,2500 q street nw,"(38.9101211, -77.05159531758541)"
OG 12-052,Residence,Replacement windows,2012-04-19T12:00:00Z,3219 volta place nw,"(38.9099347, -77.065448980845)"
OG 11-282,D.C.,New athletic training facility,2012-04-19T12:00:00Z,georgetown university 3700 o street nw,"(38.90893925, -77.07457962060826)"
OG 12-149,Residence,2-story rear addition,2012-03-15T12:00:00Z,1738 wisconsin avenue nw,"(38.91468035, -77.06740374812351)"
OG 12-148,Four,"Rear addition with basement, window replacements, signs and awning",2012-03-15T12:00:00Z,2810-12 pennsylvania avenue nw,"(38.904902, -77.0574926)"
OG 12-144,Residence,"Alterations, replacement windows",2012-03-15T12:00:00Z,3417 p street nw,"(38.90894845, -77.06851955707484)"
OG 12-143,Residence,"Alterations to window openings, replacement windows on bay",2012-03-15T12:00:00Z,3417 p street nw,"(38.90894845, -77.06851955707484)"
OG 12-142,Residence,"Alterations and addition to garden wall, new window openings",2012-03-15T12:00:00Z,3103 p street nw,"(38.909501199999994, -77.0617649374076)"
OG 12-141,Residence,"Partial demolition, 2-story rear addition",2012-03-15T12:00:00Z,1516 29th street nw,"(38.909805500000004, -77.0584755031735)"
OG 12-139,Residence,Replacement front balcony,2012-03-15T12:00:00Z,1657 32nd street nw,"(38.91219314999999, -77.06387210944938)"
OG 12-138,Residence,Partial demolition and reconstruction of chimneys,2012-03-15T12:00:00Z,1312 30th street nw,"(38.90729545, -77.05940031827429)"
OG 12-137,Residence,Alterations to garage off Orchard Lane,2012-03-15T12:00:00Z,3015 p street nw,"(38.909452349999995, -77.05986726506428)"
OG 12-136,Residence,"Replace wood siding, remove front brick stoop",2012-03-15T12:00:00Z,3615 o street nw,"(38.907821850000005, -77.07098668607071)"
OG 12-135,Tudor,"Additions, alterations, new building at entry gate",2012-03-15T12:00:00Z,1644 31st street nw,"(38.911466649999994, -77.06304299995557)"
OG 12-134,Retail,Sign scheme for 'Sunglass Hut' - options,2012-03-15T12:00:00Z,3251 m street nw,"(38.9053042, -77.06445499836875)"
OG 12-133,Commercial,"Sign scheme for '7-Eleven', blade sign",2012-03-15T12:00:00Z,2617 p street nw,"(38.90956075, -77.05533405600275)"
OG 12-131,Office,Sign scheme for 'Georgetown Business Center' - options,2012-03-15T12:00:00Z,1101 30th street nw,"(38.904652, -77.0583499)"
OG 12-130,Residence,"Alterations to rear, balcony, alterations to carriage house",2012-03-15T12:00:00Z,1609 35th street nw,"(38.9110366, -77.06889286334518)"
OG 12-129,Retail,Sign scheme for 'Spices & Teas',2012-03-15T12:00:00Z,1069 wisconsin avenue nw,"(38.90462405, -77.06241065249813)"
OG 12-128,Residence,"Replacement windows and transom above door, replace roof on pediment",2012-03-15T12:00:00Z,3412 p street nw,"(38.9085669, -77.0683228)"
OG 12-127,Commercial,Sign scheme for 'Cafe tu o tu Express',2012-03-15T12:00:00Z,3421 m street nw,"(38.9052435, -77.0685218)"
OG 12-126,Commercial,Sign scheme for 'Stachowski Market',2012-03-15T12:00:00Z,1425 28th street nw,"(38.909234, -77.0569786)"
OG 12-125,Office,"Alterations, replace garage doors",2012-03-15T12:00:00Z,3401 water street nw,"(38.903289544733205, -77.06554106861611)"
OG 12-124,Residence,Replace metal roof with asphalt shingles - existing,2012-03-15T12:00:00Z,3345 reservoir road nw,"(38.91280825, -77.06770988542553)"
OG 12-123,Residence,Replace asbestos shingles roof with synthetic slate,2012-03-15T12:00:00Z,3342 reservoir road nw,"(38.91259755, -77.06753022640916)"
OG 12-122,Commercial,Replacement standing seam metal roof,2012-03-15T12:00:00Z,3236 m street nw,"(38.9048656, -77.064037)"
OG 12-105,Residential,Alterations for condominiums,2012-03-15T12:00:00Z,3052 r street nw,"(38.91285641299107, -77.06158865156877)"
OG 12-063,Residence,"Replacement windows, alterations to side wall, light fixtures, rooftop HVAC",2012-03-15T12:00:00Z,3010 dumbarton street nw,"(38.907518100000004, -77.05967302781127)"
OG 12-061,Commercial,Alterations to glass roof at rear,2012-03-15T12:00:00Z,3240 p street nw,"(38.908656699999995, -77.0645943025942)"
OG 12-054,Retail,Sign scheme for 'Comfort One Shoes' and 'Mephisto',2012-03-15T12:00:00Z,1329 wisconsin avenue nw,"(38.907413250000005, -77.06312545568602)"
OG 11-265,Residence,Alterations to front stairs - existing,2012-03-15T12:00:00Z,3323 reservoir road nw,"(38.91287835, -77.06677512198644)"
OG 12-145,Residence,One-story rear addition and alterations to roof deck,2012-02-16T12:00:00Z,13138 p street nw,"(38.90934542143636, -77.05835940597271)"
OG 12-140,Residence,Rear additions,2012-02-16T12:00:00Z,1609 34th street nw,"(38.91098805, -77.06766888271875)"
OG 12-118,Retail,"Alterations to storefront, sign scheme for 'Jonathan Adler'",2012-02-16T12:00:00Z,1267 wisconsin avenue nw,"(38.9066467, -77.0627839)"
OG 12-117,Commercial,Alterations to fenestration,2012-02-16T12:00:00Z,3299 m street nw,"(38.9053022, -77.06596022877156)"
OG 12-116,Office,Site work along the C & O Canal,2012-02-16T12:00:00Z,1050 31st street nw,"(38.90398975, -77.06145541913787)"
OG 12-115,Residence,Alterations to windows,2012-02-16T12:00:00Z,3047 n street nw,"(38.9069848, -77.0609119)"
OG 12-114,Residence,Replacement windows,2012-02-16T12:00:00Z,3522 p street nw,"(38.90858835, -77.07000160492723)"
OG 12-112,Residence,Rear addition and alterations,2012-02-16T12:00:00Z,3015 p street nw,"(38.909452349999995, -77.05986726506428)"
OG 12-111,Residence,Alterations to garage off Orchard Lane,2012-02-16T12:00:00Z,3015 p street nw,"(38.909452349999995, -77.05986726506428)"
OG 12-110,Residence,Alterations to rear of main house,2012-02-16T12:00:00Z,3254 o street nw,"(38.90763015, -77.06567275)"
OG 12-109,Theatre,Sign scheme for 'AMC',2012-02-16T12:00:00Z,3111 k street nw,"(38.9027426, -77.0617112)"
OG 12-107,Residence,"Alterations to window openings, skylights",2012-02-16T12:00:00Z,3417 p street nw,"(38.90894845, -77.06851955707484)"
OG 12-106,Hotel,"Rooftop addition and terrace, replacement windows, marquee",2012-02-16T12:00:00Z,1075 thomas jefferson street nw,"(38.90474855, -77.05991591962277)"
OG 12-101,Commercial,Sign scheme for Loft,2012-02-16T12:00:00Z,1239 wisconsin avenue nw,"(38.9060889, -77.0625797)"
OG 12-100,Church,Replacement roof,2012-02-16T12:00:00Z,3240 o street nw,"(38.90751755, -77.0650039557134)"
OG 12-098,Commercial,"Alterations to storefront and to rear, sign scheme for 'Little Viet Garden'",2012-02-16T12:00:00Z,2934 m street nw,"(38.90514617805465, -77.0585194578652)"
OG 12-097,Residence,"Rear porch, alterations, solar panels and HVAC on roof",2012-02-16T12:00:00Z,3210 r street nw,"(38.9134854, -77.06453026692205)"
OG 12-096,Commercial,Sign for 'Express Alterations',2012-02-16T12:00:00Z,1436 wisconsin avenue nw,"(38.90857285, -77.06414832754166)"
OG 12-095,Residence,Replacement roof at front,2012-02-16T12:00:00Z,2617 o street nw,"(38.9087046, -77.0553763)"
OG 12-092,Restaurant,Internally-Sign for 'Georgetown Falafel & Koshary' - existing,2012-02-16T12:00:00Z,3205 prospect street nw,"(38.90591108779993, -77.07317838510245)"
OG 12-091,Restaurant,Alterations for illumination of storefront - existing,2012-02-16T12:00:00Z,1042 wisconsin avenue nw,"(38.9037166, -77.0629543)"
OG 12-089,Commercial,Alterations to rear - existing,2012-02-16T12:00:00Z,1525 wisconsin avenue nw,"(38.90990585, -77.06444750107156)"
OG 12-087,Commercial,Repair of stucco wall,2012-02-16T12:00:00Z,1413 wisconsin avenue nw,"(38.9088258, -77.06381903896423)"
OG 12-085,Residences,"Door surround, window casing and wood trim",2012-02-16T12:00:00Z,1408-10-12 36th street nw,"(38.90799585, -77.07053339773606)"
OG 12-082,Commercial,"Alterations to storefront, sign scheme for Luigi Parasmo Salon",2012-02-16T12:00:00Z,1510 wisconsin avenue nw,"(38.9091321, -77.0644723)"
OG 12-070,Residence,Alterations to rear,2012-02-16T12:00:00Z,1609 35th street nw,"(38.9110366, -77.06889286334518)"
OG 12-065,Residence,Replacement windows,2012-02-16T12:00:00Z,3120 r street nw,"(38.913246650000005, -77.06403402041985)"
OG 12-053,Residence,Rooftop solar panels,2012-02-16T12:00:00Z,3033 dent place nw,"(38.91205655, -77.06049773790485)"
OG 12-026,Residence,2-story rear addition with porch,2012-02-16T12:00:00Z,1738 wisconsin avenue nw,"(38.91468035, -77.06740374812351)"
OG 12-025,Retail,Sign for DC Jewelry Center - options,2012-02-16T12:00:00Z,1432 wisconsin avenue nw,"(38.9084623, -77.0640708)"
OG 12-014,Four,"Rear addition with basement, window replacements, signs and awnings",2012-02-16T12:00:00Z,2810-12 pennsylvania avenue nw,"(38.904902, -77.0574926)"
OG 12-113,Residence,Rear addition at second floor level,2012-01-19T12:00:00Z,1609 34th street nw,"(38.91098805, -77.06766888271875)"
OG 12-102,Georgetown,Storage sheds within Oxygen Tank Courtyard,2012-01-19T12:00:00Z,3800 reservoir road nw,"(38.9111463, -77.07534615326537)"
OG 12-094,Residence,Replacement roof at rear,2012-01-19T12:00:00Z,2617 o street nw,"(38.9087046, -77.0553763)"
OG 12-093,Residence,Alterations to rear,2012-01-19T12:00:00Z,1322 30th street nw,"(38.90783365, -77.0594272499053)"
OG 12-090,Georgetown,Generator for LXR - Nevils Hall,2012-01-19T12:00:00Z,3700 o street nw,"(38.90893925, -77.07457962060826)"
OG 12-086,Residence,Additions and alterations,2012-01-19T12:00:00Z,3127 p street nw,"(38.909455449999996, -77.06256075640749)"
OG 12-084,Residence,"2-story rear addition, front alterations",2012-01-19T12:00:00Z,2908 dumbarton street nw,"(38.907531950000006, -77.05850922029845)"
OG 12-083,Residence,"Alterations to rear of main house, remove chimney",2012-01-19T12:00:00Z,3254 o street nw,"(38.90763015, -77.06567275)"
OG 12-081,Residence,Rear additions and alterations to side,2012-01-19T12:00:00Z,1675 35th street nw,"(38.91306, -77.06899701777658)"
OG 12-080,Residence,Alterations and conservatory addition at rear,2012-01-19T12:00:00Z,1235 31st street nw,"(38.906120555844936, -77.06109255756333)"
OG 12-079,Residence,"New front door at side, alterations",2012-01-19T12:00:00Z,1525 34th street nw,"(38.90940945, -77.06755494856884)"
OG 12-078,Residence,"Alterations to front and rear, deck, fence",2012-01-19T12:00:00Z,1059 thomas jefferson street nw,"(38.9043508, -77.0599693)"
OG 12-077,Residence,Alterations to front yard and light fixtures,2012-01-19T12:00:00Z,3127 p street nw,"(38.909455449999996, -77.06256075640749)"
OG 12-076,Office,Alterations,2012-01-19T12:00:00Z,1050 31st street nw,"(38.90398975, -77.06145541913787)"
OG 12-075,Residence,Rear alterations,2012-01-19T12:00:00Z,2823 q street nw,"(38.91068, -77.0580595891945)"
OG 12-074,Commercial,Sign scheme for 'Flor' - options,2012-01-19T12:00:00Z,1037 33rd street nw,"(38.90465745, -77.0658579148125)"
OG 12-073,Retail,Deck,2012-01-19T12:00:00Z,3288 m street nw,"(38.904674400000005, -77.06565249508816)"
OG 12-072,Retail,"Alterations to storefront, sign and banner for 'Rag & Bone'",2012-01-19T12:00:00Z,3067 m street nw,"(38.9053596, -77.0609591046381)"
OG 12-071,Commercial,Awning and blade sign for 'Macaron Bee',2012-01-19T12:00:00Z,1669 wisconsin avenue nw,"(38.91216005, -77.06569235874723)"
OG 12-069,Residence,Alterations to garage,2012-01-19T12:00:00Z,1248 30th street nw,"(38.9065638, -77.0593791)"
OG 12-068,Residence,Replacement rear fence,2012-01-19T12:00:00Z,1522 33rd street nw,"(38.90938185, -77.06623752208084)"
OG 12-067,Residence,"Alterations to rear, retractable awning, shutters",2012-01-19T12:00:00Z,2516 east place nw,"(38.9100866, -77.05443106998601)"
OG 12-064,Residence,Rear fence,2012-01-19T12:00:00Z,3413 r street nw,"(38.9138731, -77.06851057335525)"
OG 12-058,Residence,Replace rear fence,2012-01-19T12:00:00Z,1615 34th street nw,"(38.91105135, -77.06767855301653)"
OG 12-057,Residence,New opening for garage door at basement of historic house,2012-01-19T12:00:00Z,1601 28th street nw,"(38.910723950000005, -77.05691869124016)"
OG 12-056,Church,Replacement tin roof,2012-01-19T12:00:00Z,3130 o street nw,"(38.9082523, -77.06248045953683)"
OG 12-055,Residence,Replacement brick garden wall at rear,2012-01-19T12:00:00Z,3043 n street nw,"(38.906974149999996, -77.06081062173217)"
OG 11-162,Residence,"Partial demolition, reconstruction of garage with enlarged footprint, new trellis",2012-01-19T12:00:00Z,3254 o street nw,"(38.90763015, -77.06567275)"
OG 12-051,Commercial,Replacement fence at rear,2011-12-15T12:00:00Z,3249 m street nw,"(38.9053051, -77.06439112897937)"
OG 12-050,Residence,"Replace front windows and side windows, alterations",2011-12-15T12:00:00Z,1321 35th street nw,"(38.9073565, -77.06881400723778)"
OG 12-049,Residence,Alterations to rear,2011-12-15T12:00:00Z,3248 n street nw,"(38.9065222, -77.06486002282972)"
OG 12-048,Residence,Alterations to openings at rear,2011-12-15T12:00:00Z,1231-35 31st street nw,"(38.90612795, -77.06098765394734)"
OG 12-047,Georgetown,Partial demolition / reconstruction of brick garden wall,2011-12-15T12:00:00Z,1500 35th street nw,"(38.9089228, -77.0693483)"
OG 12-044,Residence,"Relocation of front door to side, alterations",2011-12-15T12:00:00Z,1525 34th street nw,"(38.90940945, -77.06755494856884)"
OG 12-043,Georgetown,Sign scheme,2011-12-15T12:00:00Z,3800 reservoir road nw,"(38.9111463, -77.07534615326537)"
OG 12-042,Georgetown,Awnings and sign scheme,2011-12-15T12:00:00Z,3800 reservoir road nw,"(38.9111463, -77.07534615326537)"
OG 12-041,Residence,New garage structure,2011-12-15T12:00:00Z,1623 28th street nw,"(38.91167205, -77.05661005313924)"
OG 12-040,Residence,"Replacement windows, front stairs and door surround",2011-12-15T12:00:00Z,3217 volta place nw,"(38.90993745, -77.06539366478029)"
OG 12-039,Residence,Rear opening alterations,2011-12-15T12:00:00Z,2823 q street nw,"(38.91068, -77.0580595891945)"
OG 12-038,Commercial,"Alterations at rear, raise roof",2011-12-15T12:00:00Z,3259 m street nw,"(38.9054532, -77.06463963458813)"
OG 12-036,Residence,Alterations to garage - options,2011-12-15T12:00:00Z,1248 30th street nw,"(38.9065638, -77.0593791)"
OG 12-035,Commercial,Sign scheme for 'Giotto Niccolo' and awnings,2011-12-15T12:00:00Z,2928 m street nw,"(38.9050649, -77.05894206993761)"
OG 12-034,Georgetown,"Replacement antenna, new antenna",2011-12-15T12:00:00Z,3800 reservoir road nw,"(38.9111463, -77.07534615326537)"
OG 12-033,Residences,Alterations to curtain wall and awnings at units 111 and 113,2011-12-15T12:00:00Z,3030 k street nw,"(38.902003, -77.060336)"
OG 12-032,Residence,Replacement windows at side and rear,2011-12-15T12:00:00Z,3416 reservoir road nw,"(38.91256365, -77.06846812200729)"
OG 12-031,Commercial,"Replacement door and stairs, rear addition",2011-12-15T12:00:00Z,1037 33rd street nw,"(38.90465745, -77.0658579148125)"
OG 12-030,Georgetown,Reconstruction of slate roof on shed - in progress,2011-12-15T12:00:00Z,1500 35th street nw,"(38.9089228, -77.0693483)"
OG 12-029,Commercial,"Alterations to window, awning and sign for Macaron Bee",2011-12-15T12:00:00Z,1669 wisconsin avenue nw,"(38.91216005, -77.06569235874723)"
OG 12-027,Retail,Blade sign for UGG Australia,2011-12-15T12:00:00Z,1249 wisconsin avenue nw,"(38.906274100000005, -77.06253165660719)"
OG 12-024,Commercial,Replacement windows,2011-12-15T12:00:00Z,3132 m street nw,"(38.9049612, -77.0622308612605)"
OG 12-018,Residence,Demolition of rear apartment wing,2011-12-15T12:00:00Z,3250 n street nw,"(38.9066407, -77.06486603594377)"
OG 12-016,Residence,Alterations to front,2011-12-15T12:00:00Z,3248 n street nw,"(38.9065222, -77.06486002282972)"
OG 12-007,Residence,Replacement windows,2011-12-15T12:00:00Z,1343 27th street nw,"(38.9080498, -77.0556744)"
OG 11-281,Commercial,Alterations to fenestration,2011-12-15T12:00:00Z,3299 m street nw,"(38.9053022, -77.06596022877156)"
OG 11-263,Commercial,"Sign for Little Viet Garden, alterations",2011-12-15T12:00:00Z,2934 m street nw,"(38.90514617805465, -77.0585194578652)"
OG 11-251,Mixed-use,"2-story rear addition, alterations to storefront",2011-12-15T12:00:00Z,3249 m street nw,"(38.9053051, -77.06439112897937)"
OG 12-045,Residential,Alterations to rear,2011-11-17T12:00:00Z,1525 34th street nw,"(38.90940945, -77.06755494856884)"
OG 12-037,Residential,Alterations to rear,2011-11-17T12:00:00Z,3615 o street nw,"(38.907821850000005, -77.07098668607071)"
OG 12-022,Georgetown,"Rear addition at basement level, elevator, HVAC equipment",2011-11-17T12:00:00Z,1215 31st street nw,"(38.905535, -77.061078)"
OG 12-021,Residential,"Alterations, HVAC equipment, landscaping",2011-11-17T12:00:00Z,3052 r street nw,"(38.91285641299107, -77.06158865156877)"
OG 12-020,Residence,Alterations to garage,2011-11-17T12:00:00Z,1675 35th street nw,"(38.91306, -77.06899701777658)"
OG 12-019,Residence,Rear additions and alterations to side,2011-11-17T12:00:00Z,1675 35th street nw,"(38.91306, -77.06899701777658)"
OG 12-017,Residence,Retaining wall at rear,2011-11-17T12:00:00Z,3248 n street nw,"(38.9065222, -77.06486002282972)"
OG 12-013,Residence,Replacement shutters,2011-11-17T12:00:00Z,1657 32nd street nw,"(38.91219314999999, -77.06387210944938)"
OG 12-012,Residence,Replacement windows,2011-11-17T12:00:00Z,1603 34th street nw,"(38.9108959, -77.06766676427831)"
OG 12-010,Residential,Alterations,2011-11-17T12:00:00Z,2726 n street nw,"(38.906702800000005, -77.05688654515234)"
OG 12-009,Residence,Replace tin roof at front with copper standing seam metal roof,2011-11-17T12:00:00Z,3132 o street nw,"(38.90826855, -77.06257703429722)"
OG 12-008,Retail,Sign scheme for Pie Sisters Georgetown,2011-11-17T12:00:00Z,3423 m street nw,"(38.9052396, -77.0686277)"
OG 12-005,Residence,New garage structure,2011-11-17T12:00:00Z,1623 28th street nw,"(38.91167205, -77.05661005313924)"
OG 12-004,The,Sign scheme for Carr Workplaces,2011-11-17T12:00:00Z,1050 30th street nw,"(38.9049178, -77.05950575288591)"
OG 12-003,Residence,Replacement copper roof and metal trim at oriel window,2011-11-17T12:00:00Z,1248 31st street nw,"(38.9063765, -77.06142268857826)"
OG 12-001,Georgetown,"12 antennas for AT&T behind screen wall, roof top equipment, access stairs",2011-11-17T12:00:00Z,1080 wisconsin avenue nw,"(38.9046729, -77.0629785)"
OG 11-301,Residence,Replacement windows,2011-11-17T12:00:00Z,3219 cherry hill lane nw,"(38.90353305, -77.06366554961033)"
OG 11-300,Residence,Brick garden wall,2011-11-17T12:00:00Z,1685 32nd street nw,"(38.912819, -77.0639084161758)"
OG 11-299,Residence,"Alterations to front door, repair brick steps",2011-11-17T12:00:00Z,1207 34th street nw,"(38.90534065, -77.06768422940594)"
OG 11-298,Commercial,"Demolish chimney, re-pointing",2011-11-17T12:00:00Z,3057 m street nw,"(38.90537775, -77.06052739937704)"
OG 11-294,Office,Alterations,2011-11-17T12:00:00Z,1050 31st street nw,"(38.90398975, -77.06145541913787)"
OG 11-292,Residence,Replacement windows and front door,2011-11-17T12:00:00Z,2730 p street nw,"(38.90922635, -77.05661869931271)"
OG 11-259,Residence,"Remove chimney and dormer, standing seam metal roof, siding on front facade",2011-11-17T12:00:00Z,1513 26th street nw,"(38.9097701, -77.05460555988736)"
OG 11-235,Residence,"2-story rear addition, alterations",2011-11-17T12:00:00Z,2908 dumbarton street nw,"(38.907531950000006, -77.05850922029845)"
OG 11-157,Retail,"Addition of bay window, sign scheme for First Cash Jewelry and Loan",2011-11-17T12:00:00Z,1726 wisconsin avenue nw,"(38.914344400000004, -77.067363893222)"
OG 11-109,Residential,New construction,2011-11-17T12:00:00Z,3601-3607 m street nw,"(38.905109, -77.069963)"
OG 12-015,Residence,Replacement windows,2011-10-20T12:00:00Z,3639 winfield lane nw,"(38.9118892, -77.071208419862)"
OG 12-011,Residence,"1-story rear addition, deck",2011-10-20T12:00:00Z,3009 dumbarton street nw,"(38.9077782, -77.0596574)"
OG 12-006,Residence,Rear deck and alterations,2011-10-20T12:00:00Z,3528 reservoir road nw,"(38.9124733, -77.0701350053753)"
OG 12-002,Residence,Replace tin roof at rear with copper standing seam metal roof,2011-10-20T12:00:00Z,3132 o street nw,"(38.90826855, -77.06257703429722)"
OG 11-297,The,Enclosure for mailboxes,2011-10-20T12:00:00Z,3600 reservoir road nw,"(38.91245095, -77.0714158509883)"
OG 11-295,Bank,Replace cornice and brick on parapet,2011-10-20T12:00:00Z,1339 wisconsin avenue nw,"(38.9077985, -77.0632984)"
OG 11-293,Residence,Replacement windows at rear,2011-10-20T12:00:00Z,1409 28th street nw,"(38.90882275, -77.05691289921256)"
OG 11-291,Residence,Replacement windows,2011-10-20T12:00:00Z,1321 35th street nw,"(38.9073565, -77.06881400723778)"
OG 11-290,Residence,Metal post for front stairs,2011-10-20T12:00:00Z,2921 olive street nw,"(38.90620625, -77.05881311395962)"
OG 11-288,Residence,Alterations to rear,2011-10-20T12:00:00Z,1310 28th street nw,"(38.9072424, -77.0572202)"
OG 11-287,Residence,Alterations to rear,2011-10-20T12:00:00Z,1310 28th street nw,"(38.9072424, -77.0572202)"
OG 11-286,Office,Alterations to facade,2011-10-20T12:00:00Z,1045 wisconsin avenue nw,"(38.9039841, -77.0619783702735)"
OG 11-284,Mixed-use,Alterations to upper plaza,2011-10-20T12:00:00Z,3000-3050 k street nw,"(38.901738300000005, -77.05971253342119)"
OG 11-283,Mixed-use,"Alterations to lower plaza, fountain, ice rink, storefronts, bars",2011-10-20T12:00:00Z,3000 k street nw,"(38.901738300000005, -77.05971253342119)"
OG 11-280,Residence,Vinyl replacement windows - existing,2011-10-20T12:00:00Z,1566 33rd street nw,"(38.910448099999996, -77.06629436795113)"
OG 11-279,Commercial,Alterations for metal flue - in progress,2011-10-20T12:00:00Z,3276 m street nw,"(38.904847000000004, -77.06514970231197)"
OG 11-278,Residence,"Partial demolition of CMU wall, wood board fence - existing",2011-10-20T12:00:00Z,3300 prospect street nw,"(38.9058238, -77.0661692)"
OG 11-277,Residence,Replacement windows,2011-10-20T12:00:00Z,1043 cecil place nw,"(38.90368825, -77.06383416373701)"
OG 11-271,Residence,Alterations to openings and new conservatory at third floor at rear,2011-10-20T12:00:00Z,1235 31st street nw,"(38.906120555844936, -77.06109255756333)"
OG 11-267,Commercial,Sign scheme and awning for Five Guys,2011-10-20T12:00:00Z,1335 wisconsin avenue nw,"(38.9074919, -77.06317091714419)"
OG 11-258,Retail,"Alterations to storefront, sign scheme for Pinkberry",2011-10-20T12:00:00Z,3288 m street nw,"(38.904674400000005, -77.06565249508816)"
OG 11-257,Commercial,Sign scheme for Serendipity 3,2011-10-20T12:00:00Z,3150 m street nw,"(38.9049912, -77.0626207)"
OG 11-252,Mixed-use,Alterations to lower plaza,2011-10-20T12:00:00Z,3000 k street nw,"(38.901738300000005, -77.05971253342119)"
OG 11-248,Residence,Replacement wood siding and trim - in progress,2011-10-20T12:00:00Z,1423 28th street nw,"(38.9091726, -77.0569538)"
OG 11-223,Georgetown,"Alterations to storefronts, new cooling tower, new windows",2011-10-20T12:00:00Z,3222 m street nw,"(38.9049957, -77.0637404)"
OG 11-130,Residence,"Site alterations, new front porch, alterations to garage",2011-10-20T12:00:00Z,2723 q street nw,"(38.91084415, -77.05628610878378)"
OG 11-276,Residence,Replace rear windows,2011-09-15T12:00:00Z,3275 prospect street nw,"(38.9060894, -77.0656388)"
OG 11-275,Residence,"Roof deck over rear wing, alterations to rear",2011-09-15T12:00:00Z,2907 q street nw,"(38.9106485, -77.05855682363233)"
OG 11-274,Residence,"2-story rear addition with penthouse, basement garage",2011-09-15T12:00:00Z,3333 q street nw,"(38.91088405, -77.06724129557189)"
OG 11-273,Commercial,Sign scheme for Jack Spade,2011-09-15T12:00:00Z,1250 wisconsin avenue nw,"(38.9064529, -77.0630603)"
OG 11-272,Residence,New windows on side wall,2011-09-15T12:00:00Z,1235 31st street nw,"(38.906120555844936, -77.06109255756333)"
OG 11-270,Residence,"Replacement windows, front door, deck at rear, fence concept",2011-09-15T12:00:00Z,1059 thomas jefferson street nw,"(38.9043508, -77.0599693)"
OG 11-269,Retail,"Sign scheme for Charles Luck Stone, including projecting banner",2011-09-15T12:00:00Z,1111 34th street nw,"(38.9045713, -77.0675786)"
OG 11-267,Commercial,Awnings and signs for Five Guys,2011-09-15T12:00:00Z,1335 wisconsin avenue nw,"(38.9074919, -77.06317091714419)"
OG 11-264,Residence,Rear addition at fourth floor level,2011-09-15T12:00:00Z,3624 prospect street nw,"(38.9056907, -77.07102599172345)"
OG 11-262,Residence,2-story rear addition,2011-09-15T12:00:00Z,3059 q street nw,"(38.9106728, -77.06144789691133)"
OG 11-261,Residence,"Replace brownstone lintels and sills, repointing",2011-09-15T12:00:00Z,3026 p street nw,"(38.9091597, -77.0602395)"
OG 11-260,Residences,"Alterations to roof terraces for units 111, 113 and 217, reconstruct chimneys",2011-09-15T12:00:00Z,3030 k street nw,"(38.902003, -77.060336)"
OG 11-256,Commercial,Sign scheme for Boffi: window graphics,2011-09-15T12:00:00Z,3320 m street nw,"(38.90493325, -77.06664574184322)"
OG 11-255,Retail,Signage for All Saints Spitalfields,2011-09-15T12:00:00Z,3233-35 m street nw,"(38.905318699999995, -77.06392412710491)"
OG 11-254,Mixed-use,"Stair at rear, alterations for new door, replacement windows",2011-09-15T12:00:00Z,3001-3007 m street nw,"(38.9053683, -77.0593056)"
